product_id,product_name,listing_price,sale_price,discounted_sale_price,brand,description,rating,reviews
CU0675-300,Nike Air Max 90,"USD 13,995.00","USD 9,797.00","USD 9,797.00",Nike,"Redesigned for casual wear, the Nike Air Max 90 stays true to its '90s running roots with a rubber Waffle sole, stitched overlays and TPU plates. Hair-on leather and felted fabric colours combine with Max Air cushioning for a makeover that goes all out.",5,1
CT4352-104,Nike Air Max 90,USD 0.00,"USD 9,995.00","USD 9,995.00",Nike,"Redesigned for casual wear, the Nike Air Max 90 stays true to its '90s running roots. Bold colours add a fresh look while Max Air cushioning adds all-day comfort. Iconic details like the rubber Waffle sole, stitched overlays and TPU plates nod to your heritage style.",0,0
CD4366-002,Nike Air Force 1 React,USD 0.00,"USD 9,995.00","USD 9,995.00",Nike,"Refresh your look and step into a new AF-1 world with the Nike Air Force 1 React. It fuses modern design with iconic b-ball style for a big, bold look. The oversized Swoosh, large ""AIR"" on the midsole and new sole pattern let you express your modern world while Nike React technology adds exceptional underfoot comfort.",4.8,4
CK2608-100,Nike Air Max 270 React ENG,USD 0.00,"USD 14,995.00","USD 14,995.00",Nike,"Refresh your step in the Nike Air Max 270 React ENG. Featuring all the forward-looking design and innovation of the OG Air Max 270, it offers sleek lines and radiating TPU fingers that dole out the fresh style. Lightweight, no-sew materials create a time-travelling vibe that looks as good as it feels.",0,0
CJ0579-400,Nike Air Max 270 React ENG,USD 0.00,"USD 14,995.00","USD 14,995.00",Nike,"Refresh your step in the Nike Air Max 270 React ENG. Featuring the same details as the OG, it offers sleeker lines and radiating TPU fingers that illuminate your fresh style. Lightweight, no-sew materials create a modern aesthetic that looks as good as it feels.",0,0
CJ0619-100,Nike Air Max 270 React,USD 0.00,"USD 12,995.00","USD 12,995.00",Nike,"Refresh your step in the Nike Air Max 270 React. It uses lightweight, no-sew materials to create a modern aesthetic that looks as good as it feels.",0,0
CT4525-001,Nike Air Max 97,USD 0.00,"USD 15,995.00","USD 15,995.00",Nike,"Remastered from the OG that shook up the running world, the Nike Air Max 97 elevates the classic design. Bold new colours draw inspiration from the Hanshin Tigers, one of Japan's oldest baseball teams.",0,0
CT4526-100,Nike Air Max 97,USD 0.00,"USD 15,995.00","USD 15,995.00",Nike,"Remastered from the OG that shook up the running world, the Nike Air Max 97 elevates the classic design. Memorial Day Parade White and fresh Sky Blue tint the sole. Flex your summertime vibes and float the streets in style.",5,1
CJ9681-001,Nike Air Max Tailwind IV SE,"USD 14,995.00","USD 10,497.00","USD 10,497.00",Nike,"Replicating the archival model from '99, the Nike Air Max Tailwind IV SE puts a new spin on a classic with modern detailing. Lightweight cushioning units give you comfort and style that lasts.",0,0
AQ2456-007,Kyrie 5,USD 0.00,"USD 8,495.00","USD 8,495.00",Nike,"Responsive and supportive, the Kyrie 5 is made with a soft midsole for responsive cushioning and a curved outsole for multi-directional traction.",5,3
BV0657-400,Nike SB Shane,USD 0.00,"USD 6,495.00","USD 6,495.00",Nike,"Shane O'Neill put the same attention to detail into every aspect of his signature shoe as he does in his almost otherworldly skating. From the low-key perforated ventilation at the toe, to the double lacing option and the no-break-in remastered sole, the Nike SB Shane gets all the details right.",4.7,3
BV0657-400,Nike SB Shane,USD 0.00,"USD 6,495.00","USD 6,495.00",Nike,"Shane O'Neill put the same attention to detail into every aspect of his signature shoe as he does in his almost otherworldly skating. From the low-key perforated ventilation at the toe, to the double lacing option and the no-break-in remastered sole, the Nike SB Shane gets all the details right.",4.7,3
AR5149-005,Air Jordan 11 Low,"USD 16,995.00","USD 13,597.00","USD 13,597.00",Nike,"Since bursting onto the basketball scene in 1996, the Air Jordan 11 has been one of the most beloved Jordan designs ever. To celebrate the championship mentality, the Air Jordan 11 Low Women's Shoe features signature details and Nike Air cushioning for the ultimate fusion of style and comfort.",0,0
528895-003,Air Jordan 11 Retro Low,"USD 16,995.00","USD 11,897.00","USD 11,897.00",Nike,"Since bursting onto the basketball scene in 1996, the Air Jordan 11 Retro Low Men's Shoe has been one of the most beloved Jordan designs ever. Signature details and Nike Air cushioning combine for the ultimate fusion of style and comfort.",4.4,25
CI1718-001,Nike Epic Phantom React A.I.R. Cody Hudson,"USD 13,995.00","USD 8,397.00","USD 8,397.00",Nike,"Soft to the touch, the Nike Epic Phantom React A.I.R. lets go of laces for slip-on style that has you up and running in no time. A sock-like fit within breathable Flyknit feels as though the Phantom ""disappears"" as you run, while a polka-dotted upper gets you noticed.",5,2
CK0089-100,Nike Epic Phantom React Flyknit Icon Clash,"USD 13,995.00","USD 9,797.00","USD 9,797.00",Nike,"Soft to the touch, the Nike Epic Phantom React Flyknit Icon Clash is lace-free for a slip-on design that gets you up and moving in no time. A snug, sock-like fit and breathable upper material feel as though the Phantom ""disappears"" as you run.",0,0
BV0415-300,Nike Epic Phantom React Flyknit,"USD 12,995.00","USD 7,797.00","USD 7,797.00",Nike,"Soft to the touch, the Nike Epic Phantom React Flyknit is lace-free for a slip-on design that gets you up and out the door in no time. A snug, sock-like fit and breathable upper materials will make you feel as though the Phantom ""disappears"" as you run.",4.9,17
BV0417-401,Nike Epic Phantom React Flyknit,"USD 12,995.00","USD 7,797.00","USD 7,797.00",Nike,"Soft to the touch, the Nike Epic Phantom React Flyknit is lace-free for a slip-on style that gets you up and running in no time. A snug, secure, sock-like fit within a breathable Flyknit upper feels as though the Phantom ""disappears"" as you run.",4.4,12
CI1291-400,Nike Epic Phantom React,"USD 13,995.00","USD 8,397.00","USD 8,397.00",Nike,"Soft to the touch, the Nike Epic Phantom React lets go of laces for a slip-on style that gets you up and running in no time. A snug, secure, sock-like fit within a breathable Flyknit and synthetic upper feels as though the Phantom ""disappears"" as you run.",5,3
CI1290-100,Nike Epic Phantom React,"USD 13,995.00","USD 8,397.00","USD 8,397.00",Nike,"Soft to the touch, the Nike Epic Phantom React lets go of laces for a slip-on style that gets you up and running in no time. A snug, secure, sock-like fit within a breathable Flyknit and synthetic upper feels as though the Phantom ""disappears"" as you run.",5,2
CT1020-001,Nike Air Force 1 React,USD 0.00,"USD 9,995.00","USD 9,995.00",Nike,"Step into a new AF1 world with the Nike Air Force 1 React, a blush take on counterculture design with iconic Nike b-ball style. The oversized Swoosh, large ""AIR"" design on the midsole and new outsole pattern let you express modern style while Nike React technology adds exceptional comfort.",0,0
CK4122-100,Nike Air Max Tailwind IV,"USD 15,995.00","USD 11,197.00","USD 11,197.00",Nike,"Still the world and let your attitude shine in the Nike Air Max Tailwind IV. Highly influenced by the bad girl of Air, the Air Max Plus, it refreshes the '90s classic with reflective details that take the OG's fading to new levels. A richly textured upper uses mesh and high-gloss leather, while the crisp white midsole features bursts of visible cushioning for comfort and boundless energy.",0,0
AR5339-002,Nike Air Force 1 Sage Low,USD 0.00,"USD 8,995.00","USD 8,995.00",Nike,"Taking both height and craft to new levels, the Nike Air Force 1 Sage Low features a platform midsole and a pared-down upper for a bold yet feminine look.",4.5,36
CI3482-200,Nike Air Force 1 Sage Low LX,USD 0.00,"USD 9,995.00","USD 9,995.00",Nike,"Taking both height and craft to new levels, the Nike Air Force 1 Sage Low LX features a platform midsole and pared-down upper. Rolled edges and clean lines replace traditional overlays for a bold look.",0,0
749747-010,NikeCourt Royale,"USD 4,495.00","USD 3,597.00","USD 3,597.00",Nike,"Taking inspiration from the archives, the NikeCourt Royale Men's Shoe brings retro tennis style in a modern package for everyday comfort.",1.5,2
CJ0588-001,Nike Air Max 95 Premium,USD 0.00,"USD 14,995.00","USD 14,995.00",Nike,"Taking inspiration from the human body and running DNA, the Nike Air Max 95 Premium mixes unbelievable comfort with head-turning style. The iconic side panels represent muscles and feature bold, contrasting colours. Visible Nike Air in the heel and forefoot cushions your every step.",0,0
CK5669-400,Nike Air Max 95 SP,"USD 15,995.00","USD 11,197.00","USD 11,197.00",Nike,"Taking inspiration from the human body, the Nike Air Max 95 SP mixes unbelievable comfort with running DNA. The iconic side panels represent muscles, while Nike Air in the heel and forefoot cushions your every step.",0,0
DA4155-400,Nike Air Max 720 OBJ Slip,USD 0.00,"USD 16,995.00","USD 16,995.00",Nike,"Taking its design inspiration from top wide receiver and fashion icon Odell Beckham Jr., the Nike Air Max 720 OBJ Slip brings some serious heat to your feet. Layered materials like suede, mesh and webbing combine for an eye-catching, tech-driven look.",0,0
CJ1642-002,Nike Air Force 1 Sage Low,USD 0.00,"USD 8,995.00","USD 8,995.00",Nike,"Taking old-school b-ball style to new levels, the Nike Air Force 1 Sage Low features a platform midsole and a pared-down upper for a boldly feminine look. Colour accents around the Swoosh and on the heel and tongue add a fresh take to any summertime outfit.",0,0
CK2085-002,Nike Shox TL Nova SP,USD 0.00,"USD 14,995.00","USD 14,995.00",Nike,"The 2003 icon returns with new upgrades. Fearless on the streets, the Nike Shox TL Nova takes mechanical cushioning to the next level. A modernised upper combines with Nike Shox columns for a new era.",5,1
BQ5808-100,Nike Air Max 720 Horizon,"USD 19,995.00","USD 15,997.00","USD 15,997.00",Nike,"The aggressive traction pattern on the Nike Air Max 720 Horizon helps provide grip in wet conditions, while lightweight cushioning and an inner sleeve help keep you comfortable.",0,0
CI7815-602,Air Jordan 1 Jester XX Low Laced,USD 0.00,"USD 7,995.00","USD 7,995.00",Nike,"The Air Jordan 1 Jester XX Low knows not to take things too seriously, except comfort. A real and synthetic leather upper is supportive where it counts, while the exaggerated midsole adds a little altitude with responsive cushioning.",5,2
852542-087,Air Jordan 1 Mid SE,USD 0.00,"USD 9,995.00","USD 9,995.00",Nike,"The Air Jordan 1 Mid SE maintains the timeless appeal of the OG AJ1, revamped with fresh colours and premium materials. Built with a lightweight Air-Sole unit and classic design lines, it captures the essence of the original through a modern lens.",4.8,13
554724-066,Air Jordan 1 Mid,USD 0.00,"USD 9,995.00","USD 9,995.00",Nike,"The Air Jordan 1 Mid Shoe is inspired by the first AJ1, offering OG fans a look at how far the Jordan brand has come since 1985.",4.5,61
554724-050,Air Jordan 1 Mid,USD 0.00,"USD 9,995.00","USD 9,995.00",Nike,"The Air Jordan 1 Mid Shoe is inspired by the first AJ1, offering OG fans a look at how far the Jordan brand has come since 1985.",0,0
487471-003,Air Jordan 14 Retro,"USD 17,995.00","USD 14,397.00","USD 14,397.00",Nike,"The Air Jordan 14 Retro has class, comfort and the singular look of the original, with heritage-inspired colours, full-grain leather and responsive Zoom Air cushioning.",4.2,12
CN2932-100,Air Jordan 5 Retro,USD 0.00,"USD 18,995.00","USD 18,995.00",Nike,"The Air Jordan 5 Retro brings back the original that was inspired by WWII fighter planes, featuring a mid-top profile and synthetic leather. An inner-sleeve creates a snug, comfortable feel.",4.6,8
CN2932-100,Air Jordan 5 Retro,USD 0.00,"USD 18,995.00","USD 18,995.00",Nike,"The Air Jordan 5 Retro brings back the original that was inspired by WWII fighter planes, featuring a mid-top profile and synthetic leather. An inner-sleeve creates a snug, comfortable feel.",4.6,8
CD2722-001,Air Jordan 5 Retro,USD 0.00,"USD 15,995.00","USD 15,995.00",Nike,"The Air Jordan 5 Retro for women gives a colourful makeover to one of MJ's most memorable game shoes. Featuring iconic fighter plane-inspired midsole sculpting and moulded lace toggle, this version flashes an all-over reflective rainbow print for some bold colour and energy.",3.3,3
313358-006,Air Jordan 7 Retro,"USD 15,995.00","USD 11,197.00","USD 11,197.00",Nike,"The Air Jordan 7 Retro celebrates MJ's championship legacy with a reissue of his 7th game shoe, the one he famously wore to gold-medal glory.",4.8,4
313358-006,Air Jordan 7 Retro,"USD 15,995.00","USD 11,197.00","USD 11,197.00",Nike,"The Air Jordan 7 Retro celebrates MJ's championship legacy with a reissue of his 7th game shoe, the one he famously wore to gold-medal glory.",4.8,4
